Date,Price,Open,High,Low,Vol.,Change %
5/5/2021,58.62,58.79,59.13,58.22,26.57K,0.12%
4/5/2021,58.55,57.58,58.74,57.44,19.54K,1.74%
3/5/2021,57.55,57,57.61,56.33,9.30K,1.32%
30/04/2021,56.8,58.05,58.05,56.59,14.80K,-1.93%
29/04/2021,57.92,57.29,58.25,57.29,25.07K,1.06%
28/04/2021,57.31,56.75,57.62,56.62,20.32K,0.69%
27/04/2021,56.92,56.22,57.07,56.22,20.73K,1.14%
26/04/2021,56.28,56.3,56.45,55.42,11.02K,-0.09%
23/04/2021,56.33,55.92,56.39,55.56,9.31K,0.95%
22/04/2021,55.8,55.42,56,55.09,13.22K,0.79%
21/04/2021,55.36,55.7,55.77,54.8,18.17K,-1.05%
20/04/2021,55.95,56.56,57.01,55.24,17.71K,-0.99%
19/04/2021,56.51,56.44,56.95,56.28,13.89K,-0.04%
16/04/2021,56.53,56.7,57.19,56.45,11.30K,-0.51%
15/04/2021,56.82,56.91,57.07,56.34,17.00K,-0.54%
14/04/2021,57.13,55.78,57.28,55.77,29.85K,2.68%
13/04/2021,55.64,55.22,55.82,55.19,8.73K,0.87%
12/4/2021,55.16,54.67,55.52,54.34,12.81K,0.99%
9/4/2021,54.62,54.43,54.7,54.07,10.89K,0.18%
8/4/2021,54.52,55.08,55.17,54.24,15.62K,-1.34%
7/4/2021,55.26,55.06,55.45,54.32,17.67K,0.47%
6/4/2021,55,54.5,55.82,54.35,15.56K,1.36%
5/4/2021,54.26,55.47,55.58,53.36,17.43K,-2.32%
1/4/2021,55.55,53.36,55.61,53.22,36.86K,4.57%
31/03/2021,53.12,53.69,54.37,52.94,15.92K,-1.34%
30/03/2021,53.84,54.54,54.81,53.51,9.91K,-1.21%
29/03/2021,54.5,54.44,54.86,53.5,11.30K,0.04%
26/03/2021,54.48,52.97,54.7,52.97,14.95K,2.91%
25/03/2021,52.94,54.44,54.45,52.34,20.84K,-3.24%
24/03/2021,54.71,53.05,54.75,52.96,33.46K,3.19%
23/03/2021,53.02,54.62,54.65,52.74,29.91K,-3.35%
22/03/2021,54.86,54.67,55.09,54.23,10.95K,0.40%
19/03/2021,54.64,53.82,54.97,53.56,22.08K,1.13%
18/03/2021,54.03,56.3,56.62,52.88,40.65K,-4.20%
17/03/2021,56.4,56.33,56.61,55.85,16.20K,0.36%
16/03/2021,56.2,56.24,56.37,55.47,13.78K,-0.28%
15/03/2021,56.36,56.48,57,55.67,13.29K,-0.09%
12/3/2021,56.41,56.36,56.6,56.17,9.10K,-0.19%
11/3/2021,56.52,56.01,56.6,55.78,17.35K,1.55%
10/3/2021,55.66,55.48,55.96,54.98,16.32K,0.02%
9/3/2021,55.65,55.95,56.58,55.15,20.07K,-0.54%
8/3/2021,55.95,56.7,57.68,55.54,19.41K,-0.69%
5/3/2021,56.34,54.79,56.51,54.6,26.80K,2.77%
4/3/2021,54.82,53.6,55.56,53.24,57.17K,1.90%
3/3/2021,53.8,52.73,54.23,52.5,24.43K,1.89%
2/3/2021,52.8,52.47,53.71,52,23.94K,-0.13%
1/3/2021,52.87,53.5,54.49,52.47,18.53K,-0.83%
26/02/2021,53.31,54.55,54.65,53.07,13.61K,-2.77%
25/02/2021,54.83,54.9,55.26,54.56,18.88K,0.04%
24/02/2021,54.81,53.38,54.9,53.2,21.72K,2.60%
23/02/2021,53.42,53.5,54.18,52.76,19.13K,0.41%
22/02/2021,53.2,51.66,53.64,51.66,20.95K,2.35%
19/02/2021,51.98,52,52.43,51.48,25.49K,-0.44%
18/02/2021,52.21,52.4,52.85,51.85,19.89K,-0.27%
17/02/2021,52.35,52.29,52.72,51.86,17.74K,0.40%
16/02/2021,52.14,51.71,52.36,51.58,20.36K,-13.23%
15/02/2021,60.09,60.36,60.95,59.96,,-0.46%
14/02/2021,60.37,60.01,60.75,60.01,,17.13%
12/2/2021,51.54,50.86,51.81,50.62,17.48K,1.00%
11/2/2021,51.03,51.08,51.26,50.83,11.92K,-0.33%
10/2/2021,51.2,50.96,51.29,50.74,18.14K,0.53%
9/2/2021,50.93,50.68,51.09,50.5,17.49K,0.47%
8/2/2021,50.69,49.97,50.72,49.97,15.94K,1.58%
5/2/2021,49.9,49.75,50.15,49.66,16.53K,0.50%
4/2/2021,49.65,49.44,49.88,49.37,18.73K,0.49%
3/2/2021,49.41,49.05,49.66,48.98,28.35K,0.71%
2/2/2021,49.06,48.53,49.24,48.53,23.61K,1.26%
1/2/2021,48.45,47.49,48.52,47.29,12.57K,1.83%
29/01/2021,47.58,47.61,48.21,47.53,11.96K,-0.31%
28/01/2021,47.73,47.8,48.35,47.52,15.10K,-0.77%
27/01/2021,48.1,47.8,48.37,47.42,16.91K,0.61%
26/01/2021,47.81,48.02,48.18,47.69,9.98K,-0.42%
25/01/2021,48.01,47.45,48.1,47.33,10.54K,0.71%
22/01/2021,47.67,47.94,47.94,47.21,18.52K,-1.10%
21/01/2021,48.2,48.1,48.38,47.92,12.30K,-0.15%
20/01/2021,48.27,48.44,48.7,47.86,21.42K,-0.23%
19/01/2021,48.38,48.18,48.49,47.87,16.62K,-7.60%
18/01/2021,52.36,52.2,52.61,51.83,,0.31%
17/01/2021,52.2,52.09,52.38,52.09,,7.85%
15/01/2021,48.4,49,49,47.67,17.93K,-0.90%
14/01/2021,48.84,48.55,49.03,48.49,24.44K,0.29%
13/01/2021,48.7,48.4,48.8,48.03,19.56K,0.87%
12/1/2021,48.28,47.64,48.48,47.64,16.65K,1.15%
11/1/2021,47.73,47.6,47.72,46.99,12.55K,0.51%
8/1/2021,47.49,46.95,47.72,46.85,20.63K,1.39%
7/1/2021,46.84,46.46,46.91,46.25,24.27K,0.73%
6/1/2021,46.5,46.63,47.09,45.9,36.63K,-0.43%
5/1/2021,46.7,45.87,47.47,45.78,39.21K,1.81%
4/1/2021,45.87,46.18,47.35,45.57,11.03K,-0.80%
31/12/2020,46.24,46.25,46.33,45.84,3.47K,-0.19%
30/12/2020,46.33,46.45,46.69,46.1,8.15K,0.06%
29/12/2020,46.3,46.35,46.55,46.15,4.84K,0.59%
28/12/2020,46.03,46.4,46.94,45.93,5.72K,-0.95%
24/12/2020,46.47,46.12,46.5,45.95,2.56K,0.35%
23/12/2020,46.31,45.2,46.49,44.94,7.56K,1.74%
22/12/2020,45.52,46.05,46.05,45.09,10.52K,-1.32%
21/12/2020,46.13,46.52,46.56,44.68,13.22K,-1.64%
18/12/2020,46.9,46.41,47,46.3,16.26K,0.69%
17/12/2020,46.58,45.92,46.6,45.92,9.49K,1.37%
16/12/2020,45.95,45.57,46.06,45.52,9.91K,0.42%
15/12/2020,45.76,45.2,45.76,45.04,17.65K,0.93%
14/12/2020,45.34,44.93,45.54,44.55,16.63K,0.87%
11/12/2020,44.95,45.1,45.33,44.71,18.79K,-0.42%
10/12/2020,45.14,44.7,45.8,44.68,26.59K,1.05%
9/12/2020,44.67,44.59,45.1,44.39,19.48K,-0.02%
8/12/2020,44.68,44.6,44.81,44.18,12.56K,0.25%
7/12/2020,44.57,44.5,45.01,44.12,18.92K,0.22%
4/12/2020,44.47,43.76,44.59,43.69,22.57K,1.62%
3/12/2020,43.76,44.09,44.35,43.56,18.34K,-1.02%
2/12/2020,44.21,43.8,44.67,43.79,16.37K,0.25%
1/12/2020,44.1,44.66,45.16,43.9,12.78K,-1.74%
30/11/2020,44.88,44.78,45.05,44.43,15.45K,-0.53%
27/11/2020,45.12,45.11,45.34,44.65,10.00K,0.31%
26/11/2020,44.98,45.77,46.09,44.73,,-0.53%
25/11/2020,45.22,44.4,45.28,44.35,29.92K,1.66%
24/11/2020,44.48,43.62,44.95,43.59,37.58K,1.44%
23/11/2020,43.85,43.64,44.2,43.5,14.14K,0.41%
20/11/2020,43.67,43.3,43.68,43.3,13.48K,0.51%
19/11/2020,43.45,43.6,43.84,43.25,6.50K,-0.71%
18/11/2020,43.76,43.45,44.23,43.3,8.77K,0.64%
17/11/2020,43.48,43.5,43.71,42.82,10.78K,-0.09%
16/11/2020,43.52,43.13,44.02,43.13,7.81K,1.23%
13/11/2020,42.99,43.43,43.57,42.88,9.92K,-1.53%
12/11/2020,43.66,44.08,44.39,43.44,8.22K,-0.68%
11/11/2020,43.96,43.83,44.86,43.63,14.14K,0.71%
10/11/2020,43.65,43,43.94,43,15.39K,0.32%
9/11/2020,43.51,41.82,44.2,41.82,20.63K,4.22%
6/11/2020,41.75,42.4,42.4,41.55,6.95K,-2.20%
5/11/2020,42.69,42.97,43.05,42.36,4.65K,-0.70%
4/11/2020,42.99,42.65,43.01,41.71,8.36K,2.28%
3/11/2020,42.03,41.82,42.59,41.5,10.91K,0.26%
2/11/2020,41.92,40.08,42.02,39.27,11.33K,3.20%
30/10/2020,40.62,40.21,40.64,39.7,7.02K,0.62%
29/10/2020,40.37,41.48,41.54,39.65,15.67K,-2.06%
28/10/2020,41.22,42.12,42.14,40.89,8.60K,-3.06%
27/10/2020,42.52,41.9,42.68,41.84,4.16K,1.50%
26/10/2020,41.89,42.49,42.49,41.77,5.14K,-1.99%
23/10/2020,42.74,43.27,43.45,42.5,3.64K,-1.48%
22/10/2020,43.38,42.91,43.54,42.81,4.18K,0.98%
21/10/2020,42.96,43.91,43.94,42.85,8.21K,-2.59%
20/10/2020,44.1,43.42,44.14,43.38,4.73K,1.10%
19/10/2020,43.62,43.75,43.92,43.43,5.50K,0.02%
16/10/2020,43.61,43.68,43.72,43.23,4.49K,-0.30%
15/10/2020,43.74,43.79,43.81,42.68,8.00K,0.00%
14/10/2020,43.74,43.24,43.76,43.07,8.61K,0.95%
13/10/2020,43.33,43.21,43.68,43.18,12.45K,0.70%
12/10/2020,43.03,43.63,43.63,42.75,7.14K,-1.33%
9/10/2020,43.61,44.25,44.28,43.47,8.61K,-1.22%
8/10/2020,44.15,43.56,44.45,43.56,16.07K,1.31%
7/10/2020,43.58,43.5,43.98,43.31,9.28K,-1.51%
6/10/2020,44.25,43.58,44.49,43.37,14.01K,1.65%
5/10/2020,43.53,42.03,43.75,42.03,7.86K,3.64%
2/10/2020,42,43.01,43.02,41.85,8.19K,-2.78%
1/10/2020,43.2,43.8,44.16,42.33,14.54K,-1.82%
30/09/2020,44,42.95,44.03,42.87,12.16K,1.78%
29/09/2020,43.23,44.17,44.27,42.82,9.21K,-2.39%
28/09/2020,44.29,43.99,44.38,43.8,5.35K,0.54%
25/09/2020,44.05,44.36,44.51,43.82,6.61K,-0.54%
24/09/2020,44.29,43.6,44.33,43.41,5.13K,0.66%
23/09/2020,44,43.79,44.52,43.65,6.40K,0.07%
22/09/2020,43.97,44.03,44.26,43.52,4.54K,0.39%
21/09/2020,43.8,44.91,45.18,43.54,6.03K,-2.73%
18/09/2020,45.03,45.16,45.45,44.71,6.66K,-0.42%
17/09/2020,45.22,44.72,45.33,44.31,12.69K,0.62%
16/09/2020,44.94,44.45,45.26,44.43,11.94K,1.10%
15/09/2020,44.45,43.82,44.53,43.61,7.74K,1.55%
14/09/2020,43.77,43.5,43.95,43.46,10.26K,0.39%
11/9/2020,43.6,43.79,43.96,43.39,7.49K,-0.43%
10/9/2020,43.79,43.74,44.1,43.44,10.95K,-0.64%
9/9/2020,44.07,43.01,44.1,43.01,10.24K,1.52%
8/9/2020,43.41,45.2,45.27,42.94,14.37K,10.74%
7/9/2020,39.2,38.77,39.53,38.77,,1.16%
6/9/2020,38.75,39.47,39.48,38.57,,-14.55%
4/9/2020,45.35,45.99,46.46,45.11,7.22K,-1.46%
3/9/2020,46.02,46,46.12,45.26,10.67K,0.44%
2/9/2020,45.82,46.66,46.73,45.62,6.24K,-1.42%
1/9/2020,46.48,46.39,46.72,46.38,9.96K,0.72%
31/08/2020,46.15,46.71,46.95,46.07,7.52K,-1.09%
28/08/2020,46.66,46.2,46.72,46.13,9.76K,0.97%
27/08/2020,46.21,46.63,46.63,45.89,7.16K,-1.01%
26/08/2020,46.68,46.73,46.95,46.56,8.19K,-0.19%
25/08/2020,46.77,46.42,46.99,46.35,8.38K,0.75%
24/08/2020,46.42,46.05,46.43,45.89,3.23K,1.13%
21/08/2020,45.9,46.12,46.17,45.22,3.13K,-0.56%
20/08/2020,46.16,46.13,46.18,45.35,13.93K,-0.39%
19/08/2020,46.34,46.23,46.36,46,2.38K,0.28%
18/08/2020,46.21,46.19,46.35,45.92,8.36K,-0.22%
17/08/2020,46.31,45.99,46.31,45.88,4.66K,1.25%
14/08/2020,45.74,45.94,46.11,45.66,8.64K,-0.26%
13/08/2020,45.86,45.96,46.16,45.73,5.77K,-0.28%
12/8/2020,45.99,45.29,46.09,45.29,7.04K,1.37%
11/8/2020,45.37,45.62,46.1,45.23,8.72K,-0.70%
10/8/2020,45.69,45.74,45.99,45.55,5.67K,0.55%
7/8/2020,45.44,46.03,46.03,45.24,8.80K,-1.28%
6/8/2020,46.03,45.87,46.18,45.59,11.90K,0.39%
5/8/2020,45.85,45.25,46.56,45.05,10.46K,0.39%
4/8/2020,45.67,45.21,45.81,45.01,8.85K,0.29%
3/8/2020,45.54,44.52,45.56,44.51,4.71K,2.04%
31/07/2020,44.63,44.47,44.7,44.31,3.77K,0.84%
30/07/2020,44.26,44.99,44.99,43.19,6.11K,-1.71%
29/07/2020,45.03,45.57,45.57,44.8,6.72K,0.40%
28/07/2020,44.85,45.01,45.1,44.68,4.56K,-0.33%
27/07/2020,45,44.65,45.03,44.21,6.90K,0.78%
24/07/2020,44.65,44.15,44.65,43.95,6.23K,1.25%
23/07/2020,44.1,44.25,44.64,43.89,5.53K,-0.61%
22/07/2020,44.37,44.15,44.43,44,4.63K,0.11%
21/07/2020,44.32,43.98,44.8,43.98,7.31K,0.73%
20/07/2020,44,43.69,44.08,43.53,4.32K,0.30%
17/07/2020,43.87,43.67,44.04,43.62,3.63K,0.18%
16/07/2020,43.79,43.81,43.95,43.61,3.12K,-0.39%
15/07/2020,43.96,43.76,43.99,43.44,4.59K,0.59%
14/07/2020,43.7,43.1,43.89,42.96,5.21K,0.44%
13/07/2020,43.51,43.81,43.95,43.1,6.62K,-0.91%
10/7/2020,43.91,43.52,44.08,43.01,12.36K,1.01%
9/7/2020,43.47,43.77,43.91,43.02,6.28K,-0.69%
8/7/2020,43.77,43.16,43.81,43.16,5.15K,1.32%
7/7/2020,43.2,43.17,43.55,42.78,6.25K,0.14%
6/7/2020,43.14,43,43.55,42.53,3.60K,7.10%
3/7/2020,40.28,40.23,40.5,39.86,,-6.28%
2/7/2020,42.98,42.27,43,42.23,5.35K,1.46%
1/7/2020,42.36,42.15,42.63,41.6,4.57K,0.98%
30/06/2020,41.95,42.47,42.51,41.77,3.15K,-1.62%
29/06/2020,42.64,41.45,42.75,41.45,4.50K,1.99%
26/06/2020,41.81,41.94,42.07,41.57,2.81K,-0.19%
25/06/2020,41.89,41.6,42.4,41.26,3.96K,1.01%
24/06/2020,41.47,42.48,42.81,41.08,3.51K,-2.56%
23/06/2020,42.56,42.94,43.36,42.29,3.33K,-0.68%
22/06/2020,42.85,41.94,42.84,41.94,4.94K,1.35%
19/06/2020,42.28,42.16,42.66,41.32,7.19K,0.45%
18/06/2020,42.09,41.96,42.25,41.51,5.88K,0.17%
17/06/2020,42.02,42.24,42.59,41.9,5.19K,-1.73%
16/06/2020,42.76,42.37,43.15,41.97,4.42K,1.09%
15/06/2020,42.3,41.17,42.33,40.38,3.97K,2.42%
12/6/2020,41.3,40.55,41.69,40.19,4.91K,-0.31%
11/6/2020,41.43,42.73,42.73,40.89,6.17K,-4.25%
10/6/2020,43.27,42.61,43.47,42.57,2.96K,0.42%
9/6/2020,43.09,42.66,43.17,41.99,1.86K,1.68%
8/6/2020,42.38,43.53,44.01,42.28,3.53K,-2.46%
5/6/2020,43.45,43,43.75,42.72,10.01K,1.35%
4/6/2020,42.87,42.12,42.93,42.12,4.42K,0.78%
3/6/2020,42.54,42.65,42.89,41.98,2.41K,0.85%
2/6/2020,42.18,41.86,42.33,41.45,2.24K,0.69%
1/6/2020,41.89,41.55,42,40.97,3.14K,0.02%
29/05/2020,41.88,40.91,41.94,40.54,4.59K,1.36%
28/05/2020,41.32,40.19,41.62,40.11,6.74K,1.47%
27/05/2020,40.72,41.05,41.21,40.32,5.87K,-0.92%
26/05/2020,41.1,39.66,41.42,39.66,5.23K,21.17%
25/05/2020,33.92,32.92,34.18,32.72,,3.10%
24/05/2020,32.9,33.38,33.42,32.5,,-17.65%
22/05/2020,39.95,40.27,40.28,38.5,2.87K,-0.55%
21/05/2020,40.17,40.3,40.74,39.92,3.92K,-0.25%
20/05/2020,40.27,39.56,40.55,39.43,8.56K,1.95%
19/05/2020,39.5,40.11,40.11,39.25,2.89K,-0.50%
18/05/2020,39.7,38.55,40.11,38.44,4.51K,3.85%
15/05/2020,38.23,38,38.5,38,4.13K,0.39%
14/05/2020,38.08,37.56,38.37,36.87,4.83K,1.47%
13/05/2020,37.53,36.99,37.77,36.88,8.56K,0.56%
12/5/2020,37.32,37.65,37.65,36.8,3.01K,-0.51%
11/5/2020,37.51,38.2,38.62,37.39,2.39K,-3.00%
8/5/2020,38.67,37.1,38.65,36.99,3.49K,4.26%
7/5/2020,37.09,36.97,38.05,36.73,6.15K,0.54%
6/5/2020,36.89,38,38.17,36.47,4.91K,-1.81%
5/5/2020,37.57,36.88,37.8,36.62,5.47K,2.40%
4/5/2020,36.69,36.44,37.08,35.87,6.99K,-0.16%
1/5/2020,36.75,38.2,38.45,36.31,7.06K,-2.85%
30/04/2020,37.83,36.64,38.55,36.4,7.24K,3.05%
29/04/2020,36.71,36.7,37.12,36.1,6.07K,0.30%
28/04/2020,36.6,36.37,37.05,35.82,3.50K,0.69%
27/04/2020,36.35,36.5,36.69,35.97,3.68K,-0.60%
24/04/2020,36.57,37.67,38.1,36.49,3.47K,-0.54%
23/04/2020,36.77,37.5,38.25,36.71,4.94K,-1.66%
22/04/2020,37.39,37.4,38,34.75,5.75K,4.44%
21/04/2020,35.8,38.89,39.65,35.41,15.69K,-7.92%
20/04/2020,38.88,39.39,39.75,38.76,7.29K,-0.89%
17/04/2020,39.23,39.78,39.86,39.19,2.51K,0.20%
16/04/2020,39.15,39.5,40.12,39,4.65K,0.00%
15/04/2020,39.15,41.15,41.3,39.05,5.08K,-3.97%
14/04/2020,40.77,40.6,41.01,40.07,3.53K,2.03%
13/04/2020,39.96,39.65,40.8,39.44,3.88K,1.73%
9/4/2020,39.28,39.49,40.26,38.53,6.79K,0.33%
8/4/2020,39.15,40.4,40.5,38.99,7.20K,-0.79%
7/4/2020,39.46,39.75,40.08,39.19,11.27K,1.00%
6/4/2020,39.07,38,39.48,38,5.22K,2.14%
3/4/2020,38.25,38.58,39.33,37.83,6.91K,-1.75%
2/4/2020,38.93,38.51,40.78,38.1,8.47K,-0.36%
1/4/2020,39.07,40.1,40.11,38.73,7.61K,-2.79%
31/03/2020,40.19,40.53,41.35,39.79,6.17K,0.02%
30/03/2020,40.18,39.87,40.66,39.3,7.37K,1.01%
27/03/2020,39.78,39.68,40.11,39.3,5.21K,1.66%
26/03/2020,39.13,39.81,39.85,38.86,7.65K,-1.46%
25/03/2020,39.71,39.08,39.85,38.61,5.21K,3.12%
24/03/2020,38.51,38.5,39.58,38.19,6.30K,1.99%
23/03/2020,37.76,36.59,38.47,36.57,7.71K,3.03%
20/03/2020,36.65,38.55,40.15,36.52,6.03K,-3.73%
19/03/2020,38.07,38.64,38.83,37.34,8.08K,2.53%
18/03/2020,37.13,40.41,40.57,36.96,13.13K,-8.77%
17/03/2020,40.7,41.13,41.94,40.15,6.27K,-0.39%
16/03/2020,40.86,43.33,43.54,40.8,5.84K,-6.24%
13/03/2020,43.58,44.64,44.96,43.44,7.60K,-2.42%
12/3/2020,44.66,45.1,45.79,43.86,16.80K,-1.11%
11/3/2020,45.16,46.28,46.5,44.51,9.95K,-0.22%
10/3/2020,45.26,44.54,46.38,44.54,11.61K,2.91%
9/3/2020,43.98,47.3,47.3,41.19,21.07K,-8.03%
6/3/2020,47.82,48.5,48.66,47.4,17.25K,-1.87%
5/3/2020,48.73,49.52,49.52,48.68,6.25K,-0.43%
4/3/2020,48.94,49,49.85,48.89,6.04K,0.10%
3/3/2020,48.89,49.3,49.71,48.5,6.44K,0.45%
2/3/2020,48.67,47.16,49.1,46.89,5.69K,1.93%
28/02/2020,47.75,48.81,48.81,47.19,7.89K,-2.75%
27/02/2020,49.1,49.14,49.35,48.45,8.73K,-0.53%
26/02/2020,49.36,49.89,50,49.05,7.29K,-0.78%
25/02/2020,49.75,51.19,51.33,49.54,3.63K,-2.79%
24/02/2020,51.18,50.99,51.35,50.58,3.88K,-0.41%
21/02/2020,51.39,51.35,51.47,50.96,3.22K,-0.35%
20/02/2020,51.57,51.53,52,51.4,3.39K,0.04%
19/02/2020,51.55,51.12,51.79,51.12,3.12K,0.55%
18/02/2020,51.27,50.84,51.42,50.78,2.61K,-1.78%
17/02/2020,52.2,52.34,52.59,52.05,,-0.31%
16/02/2020,52.36,52.45,52.63,52.34,,2.95%
14/02/2020,50.86,50.65,51.01,50.47,2.46K,0.24%
13/02/2020,50.74,51,51.13,50.5,5.02K,-0.69%
12/2/2020,51.09,51.17,51.57,51,3.67K,-0.14%
11/2/2020,51.16,51.5,51.62,51.02,4.71K,-0.43%
10/2/2020,51.38,51.03,51.44,50.85,4.89K,0.29%
7/2/2020,51.23,51.09,51.29,50.62,4.22K,0.53%
6/2/2020,50.96,50.39,51.05,50.39,5.02K,1.43%
5/2/2020,50.24,49.75,50.67,49.52,6.00K,0.66%
4/2/2020,49.91,49.81,50.35,49.71,4.51K,-0.02%
3/2/2020,49.92,49.56,50.23,49.56,5.64K,0.32%
31/01/2020,49.76,50.29,50.35,49.37,5.15K,-0.06%
30/01/2020,49.79,49.61,50.29,49.49,6.74K,0.14%
29/01/2020,49.72,49.98,50.34,49.55,5.24K,-0.10%
28/01/2020,49.77,49.55,50.19,49.55,4.31K,0.46%
27/01/2020,49.54,49.2,49.59,48.57,5.39K,0.36%
24/01/2020,49.36,50.3,50.37,49.22,4.32K,-1.58%
23/01/2020,50.15,51.25,51.3,49.99,6.30K,-2.09%
22/01/2020,51.22,51.64,51.82,50.97,4.87K,-1.12%
21/01/2020,51.8,51.7,52.15,51.35,3.08K,-11.80%
20/01/2020,58.73,59.28,59.32,58.56,,-0.91%
19/01/2020,59.27,59.36,59.66,59.2,,15.04%
17/01/2020,51.52,51.46,51.65,51.4,2.44K,0.06%
16/01/2020,51.49,51.5,51.63,51.28,2.66K,0.51%
15/01/2020,51.23,51.58,51.84,51.2,5.29K,-0.70%
14/01/2020,51.59,51.62,51.85,51.4,1.42K,0.17%
13/01/2020,51.5,51.3,51.85,51.3,1.89K,-0.16%
10/1/2020,51.58,51.67,51.84,51.33,3.44K,-0.25%
9/1/2020,51.71,51.76,51.86,51.28,3.16K,0.78%
8/1/2020,51.31,51.9,52.33,51.07,9.69K,-1.57%
7/1/2020,52.13,51.62,52.14,51.37,4.68K,0.62%
6/1/2020,51.81,51.75,51.98,51.41,6.36K,0.17%
3/1/2020,51.72,52.33,52.88,51.55,9.58K,-0.48%
2/1/2020,51.97,52.04,52.04,51.64,1.47K,-15.26%
1/1/2020,61.33,61.52,61.54,61.33,,18.90%
